times,speed,dir
2022-08-12 20:00,0.579,199.37
2022-08-12 20:10,0.62,185.74
2022-08-12 20:20,0.596,195.48
2022-08-12 20:30,0.493,182.91
2022-08-12 20:40,0.591,196.5
2022-08-12 20:50,0.579,196.78
2022-08-12 21:00,0.667,176.82
2022-08-12 21:10,0.44,164.04
2022-08-12 21:20,0.351,167.15
2022-08-12 21:30,0.285,177.39
2022-08-12 21:40,0.042,136.91
2022-08-12 21:50,0.092,237.86
2022-08-12 22:00,0.121,57.49
2022-08-12 22:10,0.148,215.63
2022-08-12 22:20,0.021,25.35
2022-08-12 22:30,0.391,163.97
2022-08-12 22:40,0.114,61.19
2022-08-12 22:50,0.365,105.26
2022-08-12 23:00,0.245,133.18
2022-08-12 23:10,0.202,81.75
2022-08-12 23:20,0.227,63.55
2022-08-12 23:30,0.163,18.55
2022-08-12 23:40,0.083,56.31
2022-08-12 23:50,0.262,56.19
2022-08-13 0:00,0.526,45.31
2022-08-13 0:10,0.559,45.58
2022-08-13 0:20,0.704,40.91
2022-08-13 0:30,0.798,53.66
2022-08-13 0:40,0.616,29.14
2022-08-13 0:50,0.643,29.51
2022-08-13 1:00,0.662,31.29
2022-08-13 1:10,0.716,26.57
2022-08-13 1:20,0.827,14.57
2022-08-13 1:30,0.87,13.89
2022-08-13 1:40,0.808,20.5
2022-08-13 1:50,1.181,15.07
2022-08-13 2:00,0.895,18.03
2022-08-13 2:10,1.264,22.42
2022-08-13 2:20,1.16,24.78
2022-08-13 2:30,0.984,24.04
2022-08-13 2:40,1.001,16.37
2022-08-13 2:50,0.939,17.47
2022-08-13 3:00,1.01,17.88
2022-08-13 3:10,1.092,21.09
2022-08-13 3:20,0.881,14.94
2022-08-13 3:30,1.252,26.57
2022-08-13 3:40,0.927,11.52
2022-08-13 3:50,0.956,359.52
2022-08-13 4:00,0.91,349.17
2022-08-13 4:10,0.667,350.24
2022-08-13 4:20,0.59,17.05
2022-08-13 4:30,0.906,22.38
2022-08-13 4:40,0.627,0.64
2022-08-13 4:50,0.681,349.76
2022-08-13 5:00,0.701,350.39
2022-08-13 5:10,0.764,349.97
2022-08-13 5:20,0.57,358.39
2022-08-13 5:30,0.532,4.42
2022-08-13 5:40,0.652,350.47
2022-08-13 5:50,0.647,347.87
2022-08-13 6:00,0.531,319.35
2022-08-13 6:10,0.441,313.71
2022-08-13 6:20,0.392,308.48
2022-08-13 6:30,0.364,260.67
2022-08-13 6:40,0.544,238.39
2022-08-13 6:50,0.638,218.38
2022-08-13 7:00,0.577,227.6
2022-08-13 7:10,0.584,247.96
2022-08-13 7:20,0.462,233.45
2022-08-13 7:30,0.466,243.38
2022-08-13 7:40,0.418,195.83
2022-08-13 7:50,0.353,203.22
2022-08-13 8:00,0.672,195.44
2022-08-13 8:10,0.587,219.96
2022-08-13 8:20,0.438,206.27
2022-08-13 8:30,0.543,190.3
2022-08-13 8:40,0.469,207.17
2022-08-13 8:50,0.809,200.47
2022-08-13 9:00,0.584,197.35
2022-08-13 9:10,0.545,184.1
2022-08-13 9:20,0.55,185.42
2022-08-13 9:30,0.45,194.01
2022-08-13 9:40,0.579,170.86
2022-08-13 9:50,0.602,192.67
2022-08-13 10:00,0.458,181.25
2022-08-13 10:10,0.575,187.4
2022-08-13 10:20,0.425,173.64
2022-08-13 10:30,0.639,193.21
2022-08-13 10:40,0.477,174.1
2022-08-13 10:50,0.347,170.05
2022-08-13 11:00,0.251,162.14
2022-08-13 11:10,0.225,170.04
2022-08-13 11:20,0.106,220.43
2022-08-13 11:30,0.21,127.64
2022-08-13 11:40,0.097,47.92
2022-08-13 11:50,0.181,37.12
2022-08-13 12:00,0.093,336.48
2022-08-13 12:10,0.055,42.06
2022-08-13 12:20,0.069,43.83
2022-08-13 12:30,0.193,29.74
2022-08-13 12:40,0.377,34.62
2022-08-13 12:50,0.212,39.63
2022-08-13 13:00,0.39,32.55
2022-08-13 13:10,0.528,33.48
2022-08-13 13:20,0.549,19.59
2022-08-13 13:30,0.57,37.87
2022-08-13 13:40,0.853,34.73
2022-08-13 13:50,0.638,32.52
2022-08-13 14:00,0.71,19.15
2022-08-13 14:10,0.75,19.4
2022-08-13 14:20,0.669,17.95
2022-08-13 14:30,0.729,6.14
2022-08-13 14:40,0.591,0.29
2022-08-13 14:50,0.737,8.03
2022-08-13 15:00,0.787,16.02
2022-08-13 15:10,0.872,18.46
2022-08-13 15:20,0.949,26.94
2022-08-13 15:30,0.843,28.72
2022-08-13 15:40,0.917,9.92
2022-08-13 15:50,1.081,18.67
2022-08-13 16:00,0.674,15.93
2022-08-13 16:10,0.637,13.8
2022-08-13 16:20,0.907,9.07
2022-08-13 16:30,0.618,11.38
2022-08-13 16:40,0.655,21.12
2022-08-13 16:50,0.902,10.92
2022-08-13 17:00,0.782,10.53
2022-08-13 17:10,0.573,1.7
2022-08-13 17:20,0.5,0.23
2022-08-13 17:30,0.568,6.57
2022-08-13 17:40,0.462,358.14
2022-08-13 17:50,0.435,353.4
2022-08-13 18:00,0.418,338.1
2022-08-13 18:10,0.405,327.92
2022-08-13 18:20,0.409,323.86
2022-08-13 18:30,0.282,325.86
2022-08-13 18:40,0.157,342.6
2022-08-13 18:50,0.339,331.62
2022-08-13 19:00,0.185,299.48
2022-08-13 19:10,0.249,277.61
2022-08-13 19:20,0.073,159.08
2022-08-13 19:30,0.243,180
2022-08-13 19:40,0.333,210.49
2022-08-13 19:50,0.371,186.66
2022-08-13 20:00,0.485,188.9
2022-08-13 20:10,0.522,206.27
2022-08-13 20:20,0.606,204.24
2022-08-13 20:30,0.738,184.58
2022-08-13 20:40,0.752,195.42
2022-08-13 20:50,0.617,201.78
2022-08-13 21:00,0.719,184.55
2022-08-13 21:10,0.642,185.36
2022-08-13 21:20,0.493,190.06
2022-08-13 21:30,0.693,185.13
2022-08-13 21:40,0.645,172.33
2022-08-13 21:50,0.551,194.52
2022-08-13 22:00,0.655,171.49
2022-08-13 22:10,0.139,180.82
2022-08-13 22:20,0.293,181.95
2022-08-13 22:30,0.233,125.74
2022-08-13 22:40,0.105,115.35
2022-08-13 22:50,0.041,128
2022-08-13 23:00,0.093,279.26
2022-08-13 23:10,0.212,35.41
2022-08-13 23:20,0.082,46.97
2022-08-13 23:30,0.081,346.48
2022-08-13 23:40,0.097,41.24
2022-08-13 23:50,0.23,107.96
2022-08-14 0:00,0.404,105.96
2022-08-14 0:10,0.148,27.78
2022-08-14 0:20,0.353,35.31
2022-08-14 0:30,0.205,38.66
2022-08-14 0:40,0.575,51.71
2022-08-14 0:50,0.538,50.96
2022-08-14 1:00,0.557,38.95
2022-08-14 1:10,0.741,41.22
2022-08-14 1:20,0.779,51.51
2022-08-14 1:30,0.744,34.76
2022-08-14 1:40,0.71,27.79
2022-08-14 1:50,0.506,12.09
2022-08-14 2:00,0.757,26.94
2022-08-14 2:10,0.582,21.36
2022-08-14 2:20,0.739,7.15
2022-08-14 2:30,0.982,31.63
2022-08-14 2:40,1.115,25.39
2022-08-14 2:50,1.396,16.66
2022-08-14 3:00,1.173,27.96
2022-08-14 3:10,1.258,22.49
2022-08-14 3:20,0.786,13.38
2022-08-14 3:30,1.199,15.68
2022-08-14 3:40,1.06,23.16
2022-08-14 3:50,0.985,21.3
2022-08-14 4:00,1.048,21.43
2022-08-14 4:10,1.127,19.59
2022-08-14 4:20,1.1,5.06
2022-08-14 4:30,0.847,354.51
2022-08-14 4:40,0.579,10.34
2022-08-14 4:50,0.404,2.98
2022-08-14 5:00,0.591,18.65
2022-08-14 5:10,0.969,20.36
2022-08-14 5:20,1.099,19.56
2022-08-14 5:30,0.845,8.37
2022-08-14 5:40,0.87,12.41
2022-08-14 5:50,0.967,356.09
2022-08-14 6:00,0.835,328.02
2022-08-14 6:10,0.689,329.49
2022-08-14 6:20,0.495,304.88
2022-08-14 6:30,0.32,302.25
2022-08-14 6:40,0.267,314.85
2022-08-14 6:50,0.175,49.65
2022-08-14 7:00,0.131,55.58
2022-08-14 7:10,0.066,300.07
2022-08-14 7:20,0.202,207.45
2022-08-14 7:30,0.401,255.86
2022-08-14 7:40,0.383,236.93
2022-08-14 7:50,0.302,250.07
2022-08-14 8:00,0.478,236.34
2022-08-14 8:10,0.433,232.89
2022-08-14 8:20,0.397,208.11
2022-08-14 8:30,0.486,214.61
2022-08-14 8:40,0.373,185.7
2022-08-14 8:50,0.666,192.49
2022-08-14 9:00,0.783,199.55
2022-08-14 9:10,0.684,199.73
2022-08-14 9:20,0.562,206.98
2022-08-14 9:30,0.692,200.11
2022-08-14 9:40,0.734,193.32
2022-08-14 9:50,0.663,187.02
2022-08-14 10:00,0.618,191.47
2022-08-14 10:10,0.597,188.48
2022-08-14 10:20,0.596,188.78
2022-08-14 10:30,0.537,190.51
2022-08-14 10:40,0.582,187.5
2022-08-14 10:50,0.716,198.49
2022-08-14 11:00,0.589,206.22
2022-08-14 11:10,0.518,170.45
2022-08-14 11:20,0.535,168.69
2022-08-14 11:30,0.544,170.8
2022-08-14 11:40,0.298,153.09
2022-08-14 11:50,0.149,23.81
2022-08-14 12:00,0.159,6.14
2022-08-14 12:10,0.024,97.13
2022-08-14 12:20,0.14,57.22
2022-08-14 12:30,0.116,40.12
2022-08-14 12:40,0.04,20.73
2022-08-14 12:50,0.037,34.11
2022-08-14 13:00,0.105,75.03
2022-08-14 13:10,0.474,84.67
2022-08-14 13:20,0.255,42.94
2022-08-14 13:30,0.339,36.84
2022-08-14 13:40,0.412,56.77
2022-08-14 13:50,0.466,44.91
2022-08-14 14:00,0.609,53.62
2022-08-14 14:10,0.669,48.09
2022-08-14 14:20,0.551,31.78
2022-08-14 14:30,0.596,23.73
2022-08-14 14:40,0.616,22.82
2022-08-14 14:50,0.545,9.08
2022-08-14 15:00,0.624,6.81
2022-08-14 15:10,0.542,6.78
2022-08-14 15:20,0.513,21.72
2022-08-14 15:30,0.892,27.66
2022-08-14 15:40,1.063,26.37
2022-08-14 15:50,1.021,11.98
2022-08-14 16:00,0.998,19.67
2022-08-14 16:10,0.917,19.5
2022-08-14 16:20,0.926,21.41
2022-08-14 16:30,0.795,16.52
2022-08-14 16:40,0.957,20.18
2022-08-14 16:50,0.81,12.48
2022-08-14 17:00,0.705,8.15
2022-08-14 17:10,0.848,10.46
2022-08-14 17:20,0.712,8.31
2022-08-14 17:30,0.651,3.43
2022-08-14 17:40,0.507,359.43
2022-08-14 17:50,0.598,351.06
2022-08-14 18:00,0.523,338.44
2022-08-14 18:10,0.214,14.62
2022-08-14 18:20,0.333,353.28
2022-08-14 18:30,0.429,0.13
2022-08-14 18:40,0.399,340.97
2022-08-14 18:50,0.442,11.87
2022-08-14 19:00,0.35,351.13
2022-08-14 19:10,0.215,11.52
2022-08-14 19:20,0.115,97
2022-08-14 19:30,0.125,110.18
2022-08-14 19:40,0.291,190.5
2022-08-14 19:50,0.272,186.55
2022-08-14 20:00,0.464,194.34
2022-08-14 20:10,0.467,209.09
2022-08-14 20:20,0.349,190.41
2022-08-14 20:30,0.664,200.73
2022-08-14 20:40,0.63,197.08
2022-08-14 20:50,0.526,201.78
2022-08-14 21:00,0.584,203.93
2022-08-14 21:10,0.494,201.89
2022-08-14 21:20,0.638,193.32
2022-08-14 21:30,0.72,197.38
2022-08-14 21:40,0.698,200.98
2022-08-14 21:50,0.628,194.94
2022-08-14 22:00,0.683,191.06
2022-08-14 22:10,0.576,186.38
2022-08-14 22:20,0.681,191.18
2022-08-14 22:30,0.587,185.18
2022-08-14 22:40,0.519,176.69
2022-08-14 22:50,0.637,182.16
2022-08-14 23:00,0.342,168.89
2022-08-14 23:10,0.389,160.77
2022-08-14 23:20,0.192,158.25
2022-08-14 23:30,0.05,110.96
2022-08-14 23:40,0.129,96.24
2022-08-14 23:50,0.021,25.35
2022-08-15 0:00,0.05,316.64
2022-08-15 0:10,0.238,7.72
2022-08-15 0:20,0.105,349.55
2022-08-15 0:30,0.144,344.33
2022-08-15 0:40,0.173,45
2022-08-15 0:50,0.269,47.71
2022-08-15 1:00,0.317,45.26
2022-08-15 1:10,0.247,22.41
2022-08-15 1:20,0.244,58.92
2022-08-15 1:30,0.545,40.46
2022-08-15 1:40,0.528,43.24
2022-08-15 1:50,0.827,42.6
2022-08-15 2:00,0.838,30.54
2022-08-15 2:10,0.85,23.28
2022-08-15 2:20,0.663,29.04
2022-08-15 2:30,0.561,27.16
2022-08-15 2:40,0.334,19.03
2022-08-15 2:50,0.711,24.69
2022-08-15 3:00,0.986,16.62
2022-08-15 3:10,0.999,13.08
2022-08-15 3:20,1.122,19.31
2022-08-15 3:30,0.793,10.69
2022-08-15 3:40,1.313,24.38
2022-08-15 3:50,0.912,24.35
2022-08-15 4:00,1.007,10.53
2022-08-15 4:10,1.202,21.12
2022-08-15 4:20,1.057,26.15
2022-08-15 4:30,0.969,20.85
2022-08-15 4:40,0.987,15.33
2022-08-15 4:50,0.849,358.85
2022-08-15 5:00,0.764,347.98
2022-08-15 5:10,0.727,12.87
2022-08-15 5:20,0.668,4.46
2022-08-15 5:30,0.706,350.87
2022-08-15 5:40,0.849,24.63
2022-08-15 5:50,1.058,1.57
2022-08-15 6:00,0.909,14.2
2022-08-15 6:10,0.668,352.6
2022-08-15 6:20,1.025,10.34
2022-08-15 6:30,0.767,11.81
2022-08-15 6:40,0.822,359.65
2022-08-15 6:50,0.664,332.86
2022-08-15 7:00,0.607,285.78
2022-08-15 7:10,0.463,275.7
2022-08-15 7:20,0.422,270.41
2022-08-15 7:30,0.46,269.88
2022-08-15 7:40,0.559,255.07
2022-08-15 7:50,0.566,258.49
2022-08-15 8:00,0.646,259.11
2022-08-15 8:10,0.619,247.91
2022-08-15 8:20,0.43,237.34
2022-08-15 8:30,0.559,230.59
2022-08-15 8:40,0.5,230.36
2022-08-15 8:50,0.472,204.12
2022-08-15 9:00,0.513,231.65
2022-08-15 9:10,0.538,204.47
2022-08-15 9:20,0.41,190.68
2022-08-15 9:30,0.557,192.76
2022-08-15 9:40,0.764,199.1
2022-08-15 9:50,0.448,211.67
2022-08-15 10:00,0.638,210.62
2022-08-15 10:10,0.703,197.12
2022-08-15 10:20,0.653,191.12
2022-08-15 10:30,0.589,196.37
2022-08-15 10:40,0.69,182.58
2022-08-15 10:50,0.702,194.95
2022-08-15 11:00,0.666,190.47
2022-08-15 11:10,0.572,196.44
2022-08-15 11:20,0.633,183.44
2022-08-15 11:30,0.56,188
2022-08-15 11:40,0.44,180.52
2022-08-15 11:50,0.44,181.04
2022-08-15 12:00,0.378,176.36
2022-08-15 12:10,0.577,171.73
2022-08-15 12:20,0.293,158.6
2022-08-15 12:30,0.263,164.59
2022-08-15 12:40,0.107,161.4
2022-08-15 12:50,0.047,77.74
2022-08-15 13:00,0.105,83.42
2022-08-15 13:10,0.143,12.49
2022-08-15 13:20,0.168,60.85
2022-08-15 13:30,0.133,97.77
2022-08-15 13:40,0.098,119.17
2022-08-15 13:50,0.302,73.25
2022-08-15 14:00,0.149,97.32
2022-08-15 14:10,0.188,79.59
2022-08-15 14:20,0.345,44.77
2022-08-15 14:30,0.445,37.51
2022-08-15 14:40,0.513,39.15
2022-08-15 14:50,0.634,38.41
2022-08-15 15:00,0.677,39.55
2022-08-15 15:10,0.72,29.8
2022-08-15 15:20,0.664,27.34
2022-08-15 15:30,0.527,2.28
2022-08-15 15:40,0.504,8.79
2022-08-15 15:50,0.619,4.08
2022-08-15 16:00,0.725,4.67
2022-08-15 16:10,0.674,18.06
2022-08-15 16:20,0.939,36.6
2022-08-15 16:30,0.891,28.06
2022-08-15 16:40,0.881,16.75
2022-08-15 16:50,1.088,17.1
2022-08-15 17:00,0.915,13.66
2022-08-15 17:10,0.707,13.74
2022-08-15 17:20,0.863,19.36
2022-08-15 17:30,0.84,3.07
2022-08-15 17:40,0.772,4.68
2022-08-15 17:50,0.727,7.19
2022-08-15 18:00,0.7,1.64
2022-08-15 18:10,0.459,9.67
2022-08-15 18:20,0.593,11.76
2022-08-15 18:30,0.629,350.3
2022-08-15 18:40,0.869,9.2
2022-08-15 18:50,0.75,15.22
2022-08-15 19:00,0.894,6.29
2022-08-15 19:10,0.75,344.61
2022-08-15 19:20,0.715,333.51
2022-08-15 19:30,0.494,312.87
2022-08-15 19:40,0.441,267.66
2022-08-15 19:50,0.491,266.15
2022-08-15 20:00,0.414,247.84
2022-08-15 20:10,0.528,242.22
2022-08-15 20:20,0.593,253.03
2022-08-15 20:30,0.531,240.78
2022-08-15 20:40,0.554,242.46
2022-08-15 20:50,0.327,220.16
2022-08-15 21:00,0.4,223.88
2022-08-15 21:10,0.476,215.86
2022-08-15 21:20,0.319,218.63
2022-08-15 21:30,0.493,210.21
2022-08-15 21:40,0.443,188.04
2022-08-15 21:50,0.413,206.94
2022-08-15 22:00,0.564,193
2022-08-15 22:10,0.663,202.89
2022-08-15 22:20,0.662,193.36
2022-08-15 22:30,0.522,189.37
2022-08-15 22:40,0.615,187.01
2022-08-15 22:50,0.607,193.83
2022-08-15 23:00,0.524,191.01
2022-08-15 23:10,0.607,183.68
2022-08-15 23:20,0.726,193.14
2022-08-15 23:30,0.369,163.29
2022-08-15 23:40,0.603,171.22
2022-08-15 23:50,0.551,189.72
2022-08-16 0:00,0.339,182.36
2022-08-16 0:10,0.278,168.57
2022-08-16 0:20,0.093,125.39
2022-08-16 0:30,0.063,100.95
2022-08-16 0:40,0.065,352
2022-08-16 0:50,0.204,36.42
2022-08-16 1:00,0.243,24.03
2022-08-16 1:10,0.167,359.31
2022-08-16 1:20,0.057,1.01
2022-08-16 1:30,0.123,97.01
2022-08-16 1:40,0.269,36.83
2022-08-16 1:50,0.375,26.09
2022-08-16 2:00,0.363,44.44
2022-08-16 2:10,0.299,31.46
2022-08-16 2:20,0.448,36.92
2022-08-16 2:30,0.515,29.3
2022-08-16 2:40,0.695,42.55
2022-08-16 2:50,0.619,40.22
2022-08-16 3:00,0.609,37.79
2022-08-16 3:10,0.666,24.22
2022-08-16 3:20,0.534,19.15
2022-08-16 3:30,0.618,21.84
2022-08-16 3:40,0.621,354.18
2022-08-16 3:50,0.508,4.63
2022-08-16 4:00,0.577,22.43
2022-08-16 4:10,0.917,4.94
2022-08-16 4:20,0.801,4.59
2022-08-16 4:30,0.86,24.66
2022-08-16 4:40,0.994,22.23
2022-08-16 4:50,0.972,19.85
2022-08-16 5:00,0.904,24.38
2022-08-16 5:10,1.085,19.94
2022-08-16 5:20,0.665,13.03
2022-08-16 5:30,0.993,19.04
2022-08-16 5:40,1.25,3.03
2022-08-16 5:50,1.144,12.47
2022-08-16 6:00,0.833,3.72
2022-08-16 6:10,0.658,11.04
2022-08-16 6:20,0.902,13.67
2022-08-16 6:30,0.889,352.5
2022-08-16 6:40,0.778,349.93
2022-08-16 6:50,0.488,317.91
2022-08-16 7:00,0.574,304.63
2022-08-16 7:10,0.412,325.69
2022-08-16 7:20,0.505,1.7
2022-08-16 7:30,0.449,352.83
2022-08-16 7:40,0.379,349.19
2022-08-16 7:50,0.378,335.61
2022-08-16 8:00,0.239,346.2
2022-08-16 8:10,0.214,299.31
2022-08-16 8:20,0.22,273.38
2022-08-16 8:30,0.314,272.73
2022-08-16 8:40,0.42,300.66
2022-08-16 8:50,0.23,291.11
2022-08-16 9:00,0.196,286.31
2022-08-16 9:10,0.135,212.63
2022-08-16 9:20,0.399,183.16
2022-08-16 9:30,0.528,192.69
2022-08-16 9:40,0.562,217.48
2022-08-16 9:50,0.479,193.66
2022-08-16 10:00,0.636,202.74
2022-08-16 10:10,0.565,203.48
2022-08-16 10:20,0.632,203.4
2022-08-16 10:30,0.503,196.38
2022-08-16 10:40,0.683,200.03
2022-08-16 10:50,0.638,198.92
2022-08-16 11:00,0.741,188.93
2022-08-16 11:10,0.532,197.62
2022-08-16 11:20,0.512,196.45
2022-08-16 11:30,0.498,184.84
2022-08-16 11:40,0.527,188.18
2022-08-16 11:50,0.625,186.06
2022-08-16 12:00,0.546,196.61
2022-08-16 12:10,0.613,188.45
2022-08-16 12:20,0.523,170.43
2022-08-16 12:30,0.382,182.4
2022-08-16 12:40,0.217,163.98
2022-08-16 12:50,0.096,199.57
2022-08-16 13:00,0.067,146.55
2022-08-16 13:10,0.088,65.18
2022-08-16 13:20,0.211,45.77
2022-08-16 13:30,0.207,43.24
2022-08-16 13:40,0.16,346.22
2022-08-16 13:50,0.092,14.49
2022-08-16 14:00,0.111,66.19
2022-08-16 14:10,0.295,72.06
2022-08-16 14:20,0.32,62.63
2022-08-16 14:30,0.233,33.62
2022-08-16 14:40,0.227,36.21
2022-08-16 14:50,0.486,28.09
2022-08-16 15:00,0.425,38.7
2022-08-16 15:10,0.537,43.11
2022-08-16 15:20,0.715,43.24
2022-08-16 15:30,0.599,29.73
2022-08-16 15:40,0.588,35.8
2022-08-16 15:50,0.675,34.07
2022-08-16 16:00,0.528,11.59
2022-08-16 16:10,0.427,18.31
2022-08-16 16:20,0.548,8.71
2022-08-16 16:30,0.54,4.46
2022-08-16 16:40,0.627,7.79
2022-08-16 16:50,0.808,8.83
2022-08-16 17:00,1.107,26.45
2022-08-16 17:10,1.078,15
2022-08-16 17:20,0.996,20.58
2022-08-16 17:30,0.886,13.85
2022-08-16 17:40,0.842,24.49
2022-08-16 17:50,0.89,13.32
2022-08-16 18:00,0.909,21.23
2022-08-16 18:10,0.999,18.43
2022-08-16 18:20,0.988,10.56
2022-08-16 18:30,0.661,3.91
2022-08-16 18:40,0.685,5.19
2022-08-16 18:50,0.676,5.86
2022-08-16 19:00,0.567,20.77
2022-08-16 19:10,0.537,357.22
2022-08-16 19:20,0.606,358.49
2022-08-16 19:30,0.718,344.74
2022-08-16 19:40,0.684,349.22
2022-08-16 19:50,0.571,350.52
2022-08-16 20:00,0.776,354.08
2022-08-16 20:10,0.556,332.01
2022-08-16 20:20,0.374,314.03
2022-08-16 20:30,0.451,290.93
2022-08-16 20:40,0.299,268.28
2022-08-16 20:50,0.534,254.14
2022-08-16 21:00,0.563,239.11
2022-08-16 21:10,0.586,246.02
2022-08-16 21:20,0.607,254.22
2022-08-16 21:30,0.45,249.03
2022-08-16 21:40,0.479,204.42
2022-08-16 21:50,0.555,228.44
2022-08-16 22:00,0.478,205.39
2022-08-16 22:10,0.474,225.68
2022-08-16 22:20,0.408,201.59
2022-08-16 22:30,0.631,212.51
2022-08-16 22:40,0.737,204.27
2022-08-16 22:50,0.614,196.75
2022-08-16 23:00,0.492,201.09
2022-08-16 23:10,0.775,194.04
2022-08-16 23:20,0.503,179.77
2022-08-16 23:30,0.575,193.38
2022-08-16 23:40,0.647,180.97
2022-08-16 23:50,0.512,159.2
2022-08-17 0:00,0.593,190.99
2022-08-17 0:10,0.734,188.86
2022-08-17 0:20,0.574,179.1
2022-08-17 0:30,0.485,185.32
2022-08-17 0:40,0.389,173.35
2022-08-17 0:50,0.331,178.79
2022-08-17 1:00,0.081,189.93
2022-08-17 1:10,0.118,163.25
2022-08-17 1:20,0.094,11.07
2022-08-17 1:30,0.035,288.43
2022-08-17 1:40,0.06,99.62
2022-08-17 1:50,0.165,53.62
2022-08-17 2:00,0.056,48.62
2022-08-17 2:10,0.231,136.05
2022-08-17 2:20,0.225,70.76
2022-08-17 2:30,0.321,49.55
2022-08-17 2:40,0.286,54.09
2022-08-17 2:50,0.375,40.02
2022-08-17 3:00,0.537,37.36
2022-08-17 3:10,0.396,50.44
2022-08-17 3:20,0.655,22.61
2022-08-17 3:30,0.608,38.59
2022-08-17 3:40,0.61,28.29
2022-08-17 3:50,0.547,36.07
2022-08-17 4:00,0.614,16.46
2022-08-17 4:10,0.829,23.44
2022-08-17 4:20,0.69,356.01
2022-08-17 4:30,0.418,355.2
2022-08-17 4:40,0.598,13.73
2022-08-17 4:50,0.86,6.27
2022-08-17 5:00,0.893,14.92
2022-08-17 5:10,1.005,19.46
2022-08-17 5:20,0.934,18.16
2022-08-17 5:30,0.89,13.05
2022-08-17 5:40,1.003,26.59
2022-08-17 5:50,0.966,30.63
2022-08-17 6:00,0.936,21.03
2022-08-17 6:10,0.812,12.31
2022-08-17 6:20,0.796,14.47
2022-08-17 6:30,0.637,1.98
2022-08-17 6:40,0.44,353.73
2022-08-17 6:50,0.645,4
2022-08-17 7:00,0.791,352.81
2022-08-17 7:10,0.651,343.68
2022-08-17 7:20,0.563,325.49
2022-08-17 7:30,0.405,335.46
2022-08-17 7:40,0.41,356.5
2022-08-17 7:50,0.369,7.63
2022-08-17 8:00,0.578,350.13
2022-08-17 8:10,0.313,350.24
2022-08-17 8:20,0.373,327.59
2022-08-17 8:30,0.419,355.62
2022-08-17 8:40,0.417,356.7
2022-08-17 8:50,0.297,18.07
2022-08-17 9:00,0.097,31.88
2022-08-17 9:10,0.135,33.81
2022-08-17 9:20,0.17,173.92
2022-08-17 9:30,0.086,185.31
2022-08-17 9:40,0.361,198.89
2022-08-17 9:50,0.4,226.32
2022-08-17 10:00,0.417,199.78
2022-08-17 10:10,0.534,196.77
2022-08-17 10:20,0.404,215.74
2022-08-17 10:30,0.573,197.04
2022-08-17 10:40,0.448,199.85
2022-08-17 10:50,0.565,194.23
2022-08-17 11:00,0.536,179.36
2022-08-17 11:10,0.635,194.78
2022-08-17 11:20,0.584,192.56
2022-08-17 11:30,0.558,194.53
2022-08-17 11:40,0.479,191.19
2022-08-17 11:50,0.586,186.47
2022-08-17 12:00,0.619,196.53
2022-08-17 12:10,0.685,179.08
2022-08-17 12:20,0.541,179.68
2022-08-17 12:30,0.536,190.74
2022-08-17 12:40,0.595,185.6
2022-08-17 12:50,0.322,169.98
2022-08-17 13:00,0.344,164.15
2022-08-17 13:10,0.141,156.16
2022-08-17 13:20,0.24,131.46
2022-08-17 13:30,0.103,110.36
2022-08-17 13:40,0.046,312.36
2022-08-17 13:50,0.053,211.89
2022-08-17 14:00,0.03,72.76
2022-08-17 14:10,0.155,75.78
2022-08-17 14:20,0.123,355.82
2022-08-17 14:30,0.119,10.18
2022-08-17 14:40,0.334,109.79
2022-08-17 14:50,0.271,79.15
2022-08-17 15:00,0.243,43
2022-08-17 15:10,0.293,38.9
2022-08-17 15:20,0.414,57.23
2022-08-17 15:30,0.372,40.97
2022-08-17 15:40,0.59,41.22
2022-08-17 15:50,0.497,34.59
2022-08-17 16:00,0.651,40.39
2022-08-17 16:10,0.491,21.65
2022-08-17 16:20,0.426,17.92
2022-08-17 16:30,0.623,20.96
2022-08-17 16:40,0.54,18.47
2022-08-17 16:50,0.575,1.99
2022-08-17 17:00,0.605,344.95
2022-08-17 17:10,0.626,348.38
2022-08-17 17:20,0.615,9.74
2022-08-17 17:30,0.785,26.4
2022-08-17 17:40,1.083,19.19
2022-08-17 17:50,0.899,25.94
2022-08-17 18:00,1.019,14.96
2022-08-17 18:10,0.794,18.5
2022-08-17 18:20,0.626,15.48
2022-08-17 18:30,0.814,11.83
2022-08-17 18:40,0.784,18.99
2022-08-17 18:50,0.777,30.72
2022-08-17 19:00,0.905,25.38
2022-08-17 19:10,0.667,12.99
2022-08-17 19:20,0.648,12.21
2022-08-17 19:30,0.644,7.68
2022-08-17 19:40,0.599,6.33
2022-08-17 19:50,0.518,345.24
2022-08-17 20:00,0.344,340.14
2022-08-17 20:10,0.295,351.43
2022-08-17 20:20,0.399,357.27
2022-08-17 20:30,0.482,4.16
2022-08-17 20:40,0.262,348.35
2022-08-17 20:50,0.349,334.9
2022-08-17 21:00,0.192,335.7
2022-08-17 21:10,0.086,351.96
2022-08-17 21:20,0.07,355.91
2022-08-17 21:30,0.212,340.11
2022-08-17 21:40,0.136,289.77
2022-08-17 21:50,0.173,306.54
2022-08-17 22:00,0.205,173.84
2022-08-17 22:10,0.365,203.4
2022-08-17 22:20,0.293,231.92
2022-08-17 22:30,0.369,203.3
2022-08-17 22:40,0.401,215.87
