times,speed,dir
2022-08-17 22:50,0.638,209.98
2022-08-17 23:00,0.409,193.87
2022-08-17 23:10,0.495,201.8
2022-08-17 23:20,0.488,190.76
2022-08-17 23:30,0.495,214.04
2022-08-17 23:40,0.44,195.68
2022-08-17 23:50,0.346,190.82
2022-08-18 0:00,0.614,196.28
2022-08-18 0:10,0.353,192.78
2022-08-18 0:20,0.472,191
2022-08-18 0:30,0.555,179.79
2022-08-18 0:40,0.526,178.58
2022-08-18 0:50,0.581,174.87
2022-08-18 1:00,0.473,155.66
2022-08-18 1:10,0.339,154.12
2022-08-18 1:20,0.368,144.84
2022-08-18 1:30,0.271,155.14
2022-08-18 1:40,0.177,188.45
2022-08-18 1:50,0.241,154.39
2022-08-18 2:00,0.109,67.42
2022-08-18 2:10,0.171,55.75
2022-08-18 2:20,0.12,109.94
2022-08-18 2:30,0.167,67.43
2022-08-18 2:40,0.039,125.71
2022-08-18 2:50,0.091,67.96
2022-08-18 3:00,0.239,100.13
2022-08-18 3:10,0.193,15.05
2022-08-18 3:20,0.291,29.38
2022-08-18 3:30,0.37,23.1
2022-08-18 3:40,0.294,46.52
2022-08-18 3:50,0.449,45.63
2022-08-18 4:00,0.55,15.83
2022-08-18 4:10,0.565,37.23
2022-08-18 4:20,0.646,32.36
2022-08-18 4:30,0.579,31.58
2022-08-18 4:40,0.444,27.08
2022-08-18 4:50,0.571,12.04
2022-08-18 5:00,0.532,12.7
2022-08-18 5:10,0.397,357.11
2022-08-18 5:20,0.423,354.57
2022-08-18 5:30,0.678,23.01
2022-08-18 5:40,0.893,16.18
2022-08-18 5:50,0.652,4.49
2022-08-18 6:00,0.785,23.89
2022-08-18 6:10,0.621,23.34
2022-08-18 6:20,0.77,34.04
2022-08-18 6:30,0.796,21.28
2022-08-18 6:40,0.91,13.67
2022-08-18 6:50,0.816,24.08
2022-08-18 7:00,0.784,22.41
2022-08-18 7:10,0.568,12.3
2022-08-18 7:20,0.524,21.38
2022-08-18 7:30,0.595,356.53
2022-08-18 7:40,0.561,6.66
2022-08-18 7:50,0.42,339.67
2022-08-18 8:00,0.442,345.46
2022-08-18 8:10,0.5,329.59
2022-08-18 8:20,0.449,328.12
2022-08-18 8:30,0.414,326.62
2022-08-18 8:40,0.461,331.1
2022-08-18 8:50,0.295,345.49
2022-08-18 9:00,0.294,335.7
2022-08-18 9:10,0.205,17.9
2022-08-18 9:20,0.112,334.12
2022-08-18 9:30,0.128,322.59
2022-08-18 9:40,0.107,19.62
2022-08-18 9:50,0.118,177.09
2022-08-18 10:00,0.1,176
2022-08-18 10:10,0.17,186.75
2022-08-18 10:20,0.372,198.48
2022-08-18 10:30,0.163,173.66
2022-08-18 10:40,0.4,211.82
2022-08-18 10:50,0.322,228.78
2022-08-18 11:00,0.377,198.72
2022-08-18 11:10,0.469,187.72
2022-08-18 11:20,0.521,192.19
2022-08-18 11:30,0.375,203.08
2022-08-18 11:40,0.473,210.36
2022-08-18 11:50,0.438,191.18
2022-08-18 12:00,0.336,182.9
2022-08-18 12:10,0.454,170.37
2022-08-18 12:20,0.248,203.26
2022-08-18 12:30,0.497,176.19
2022-08-18 12:40,0.351,188.01
2022-08-18 12:50,0.411,174.69
2022-08-18 13:00,0.443,187.78
2022-08-18 13:10,0.253,180
2022-08-18 13:20,0.376,170.36
2022-08-18 13:30,0.376,179.7
2022-08-18 13:40,0.423,157.8
2022-08-18 13:50,0.223,122.55
2022-08-18 14:00,0.231,146.31
2022-08-18 14:10,0.174,71.88
2022-08-18 14:20,0.044,295.41
2022-08-18 14:30,0.096,125.68
2022-08-18 14:40,0.108,127.83
2022-08-18 14:50,0.098,71.57
2022-08-18 15:00,0.11,52.4
2022-08-18 15:10,0.191,57.8
2022-08-18 15:20,0.211,15.95
2022-08-18 15:30,0.239,19.04
2022-08-18 15:40,0.331,26.33
2022-08-18 15:50,0.356,17.32
2022-08-18 16:00,0.407,51.98
2022-08-18 16:10,0.364,27.69
2022-08-18 16:20,0.522,24.8
2022-08-18 16:30,0.48,28.06
2022-08-18 16:40,0.475,26.94
2022-08-18 16:50,0.518,20.32
2022-08-18 17:00,0.575,22.15
2022-08-18 17:10,0.676,19.27
2022-08-18 17:20,0.541,25.05
2022-08-18 17:30,0.574,20.08
2022-08-18 17:40,0.478,3.96
2022-08-18 17:50,0.499,23.23
2022-08-18 18:00,0.539,359.36
2022-08-18 18:10,0.695,17.08
2022-08-18 18:20,0.918,25.06
2022-08-18 18:30,0.706,21.44
2022-08-18 18:40,0.891,11.07
2022-08-18 18:50,0.615,21.18
2022-08-18 19:00,0.629,17.77
2022-08-18 19:10,0.746,19.92
2022-08-18 19:20,0.613,21.33
2022-08-18 19:30,0.532,26.08
2022-08-18 19:40,0.695,27.52
2022-08-18 19:50,0.424,36.84
2022-08-18 20:00,0.619,7.71
2022-08-18 20:10,0.607,23.99
2022-08-18 20:20,0.648,12.02
2022-08-18 20:30,0.496,356.53
2022-08-18 20:40,0.318,336.83
2022-08-18 20:50,0.458,338.36
2022-08-18 21:00,0.271,333.43
2022-08-18 21:10,0.298,348.99
2022-08-18 21:20,0.294,344.83
2022-08-18 21:30,0.225,327.16
2022-08-18 21:40,0.182,333.15
2022-08-18 21:50,0.135,282.8
2022-08-18 22:00,0.095,277.87
2022-08-18 22:10,0.108,242.96
2022-08-18 22:20,0.244,273.52
2022-08-18 22:30,0.199,258.41
2022-08-18 22:40,0.074,230.49
2022-08-18 22:50,0.117,224.31
2022-08-18 23:00,0.366,227.1
2022-08-18 23:10,0.402,231.16
2022-08-18 23:20,0.319,220.17
2022-08-18 23:30,0.44,219.01
2022-08-18 23:40,0.349,223.26
2022-08-18 23:50,0.273,196.38
2022-08-19 0:00,0.436,196.65
2022-08-19 0:10,0.378,195.03
2022-08-19 0:20,0.352,199.41
2022-08-19 0:30,0.526,199.33
2022-08-19 0:40,0.326,182.28
2022-08-19 0:50,0.443,195.73
2022-08-19 1:00,0.379,181.66
2022-08-19 1:10,0.255,186.07
2022-08-19 1:20,0.376,177.72
2022-08-19 1:30,0.369,197.35
2022-08-19 1:40,0.389,164.96
2022-08-19 1:50,0.351,193.17
2022-08-19 2:00,0.34,164.98
2022-08-19 2:10,0.352,163.32
2022-08-19 2:20,0.372,174.44
2022-08-19 2:30,0.16,171.01
2022-08-19 2:40,0.122,174.85
2022-08-19 2:50,0.131,112.05
2022-08-19 3:00,0.083,46.47
2022-08-19 3:10,0.163,48.98
2022-08-19 3:20,0.054,249.57
2022-08-19 3:30,0.103,72.45
2022-08-19 3:40,0.122,91.88
2022-08-19 3:50,0.127,84.11
2022-08-19 4:00,0.112,52.62
2022-08-19 4:10,0.281,60.61
2022-08-19 4:20,0.165,31.38
2022-08-19 4:30,0.229,12.64
2022-08-19 4:40,0.305,73.82
2022-08-19 4:50,0.496,27.34
2022-08-19 5:00,0.421,29.91
2022-08-19 5:10,0.375,31.7
2022-08-19 5:20,0.533,21.22
2022-08-19 5:30,0.488,19.25
2022-08-19 5:40,0.419,15.66
2022-08-19 5:50,0.33,32.01
2022-08-19 6:00,0.32,2.15
2022-08-19 6:10,0.462,16.35
2022-08-19 6:20,0.425,31.03
2022-08-19 6:30,0.496,28.79
2022-08-19 6:40,0.691,26.45
2022-08-19 6:50,0.559,12.72
2022-08-19 7:00,0.679,5.74
2022-08-19 7:10,0.741,15.5
2022-08-19 7:20,0.608,18.11
2022-08-19 7:30,0.52,15.05
2022-08-19 7:40,0.716,16.97
2022-08-19 7:50,0.667,24.91
2022-08-19 8:00,0.571,16.18
2022-08-19 8:10,0.454,15.08
2022-08-19 8:20,0.319,10.29
2022-08-19 8:30,0.264,29.48
2022-08-19 8:40,0.402,19.16
2022-08-19 8:50,0.424,25.42
2022-08-19 9:00,0.32,15.21
2022-08-19 9:10,0.287,7
2022-08-19 9:20,0.378,357.12
2022-08-19 9:30,0.228,357.99
2022-08-19 9:40,0.269,303.34
2022-08-19 9:50,0.248,316.8
2022-08-19 10:00,0.079,264.22
2022-08-19 10:10,0.205,234.92
2022-08-19 10:20,0.173,258.3
2022-08-19 10:30,0.318,220.54
2022-08-19 10:40,0.307,235.22
2022-08-19 10:50,0.437,219.15
2022-08-19 11:00,0.305,232.19
2022-08-19 11:10,0.272,210.24
2022-08-19 11:20,0.437,222.87
2022-08-19 11:30,0.41,187.42
2022-08-19 11:40,0.44,200.21
2022-08-19 11:50,0.449,206.57
2022-08-19 12:00,0.371,180.62
2022-08-19 12:10,0.385,192.77
2022-08-19 12:20,0.445,203
2022-08-19 12:30,0.455,210.51
2022-08-19 12:40,0.458,207.4
2022-08-19 12:50,0.244,192.78
2022-08-19 13:00,0.532,201.06
2022-08-19 13:10,0.27,159.89
2022-08-19 13:20,0.356,181.13
2022-08-19 13:30,0.409,184.21
2022-08-19 13:40,0.193,175.83
2022-08-19 13:50,0.304,191.57
2022-08-19 14:00,0.241,175.24
2022-08-19 14:10,0.295,176.9
2022-08-19 14:20,0.242,151.96
2022-08-19 14:30,0.141,125.49
2022-08-19 14:40,0.25,165.19
2022-08-19 14:50,0.226,160.92
2022-08-19 15:00,0.113,145.47
2022-08-19 15:10,0.144,112.47
2022-08-19 15:20,0.09,98.31
2022-08-19 15:30,0.255,112.84
2022-08-19 15:40,0.198,109.44
2022-08-19 15:50,0.084,77.62
2022-08-19 16:00,0.144,91.99
2022-08-19 16:10,0.194,0.89
2022-08-19 16:20,0.199,35.37
2022-08-19 16:30,0.401,30.91
2022-08-19 16:40,0.267,32.14
2022-08-19 16:50,0.361,22.66
2022-08-19 17:00,0.338,47.76
2022-08-19 17:10,0.449,50.06
2022-08-19 17:20,0.31,47.88
2022-08-19 17:30,0.307,53.47
2022-08-19 17:40,0.366,37.34
2022-08-19 17:50,0.549,25.45
2022-08-19 18:00,0.473,22.61
2022-08-19 18:10,0.38,15.24
2022-08-19 18:20,0.506,17.97
2022-08-19 18:30,0.351,8.01
2022-08-19 18:40,0.624,13.64
2022-08-19 18:50,0.516,7.69
2022-08-19 19:00,0.577,25.9
2022-08-19 19:10,0.561,21.54
2022-08-19 19:20,0.617,21.37
2022-08-19 19:30,0.767,21.08
2022-08-19 19:40,0.878,25.66
2022-08-19 19:50,0.555,15.56
2022-08-19 20:00,0.567,17.22
2022-08-19 20:10,0.55,14.84
2022-08-19 20:20,0.634,18.95
2022-08-19 20:30,0.611,21.99
2022-08-19 20:40,0.457,3.39
2022-08-19 20:50,0.317,7.26
2022-08-19 21:00,0.392,21.53
2022-08-19 21:10,0.388,5.62
2022-08-19 21:20,0.364,359.37
2022-08-19 21:30,0.391,335.67
2022-08-19 21:40,0.367,341.91
2022-08-19 21:50,0.335,1.03
2022-08-19 22:00,0.334,344.38
2022-08-19 22:10,0.259,346.82
2022-08-19 22:20,0.095,16.53
2022-08-19 22:30,0.045,243.43
2022-08-19 22:40,0.16,347.35
2022-08-19 22:50,0.184,307.49
2022-08-19 23:00,0.159,272.88
2022-08-19 23:10,0.364,240.33
2022-08-19 23:20,0.237,262.97
2022-08-19 23:30,0.422,252.47
2022-08-19 23:40,0.271,245.61
2022-08-19 23:50,0.31,249.64
2022-08-20 0:00,0.283,252.72
2022-08-20 0:10,0.312,220.06
2022-08-20 0:20,0.513,227.92
2022-08-20 0:30,0.253,223.4
2022-08-20 0:40,0.337,226.56
2022-08-20 0:50,0.426,187.56
2022-08-20 1:00,0.392,208.46
2022-08-20 1:10,0.377,196.66
2022-08-20 1:20,0.286,202.8
2022-08-20 1:30,0.2,173.98
2022-08-20 1:40,0.468,205.42
2022-08-20 1:50,0.407,196.12
2022-08-20 2:00,0.258,211.53
2022-08-20 2:10,0.345,194.76
2022-08-20 2:20,0.313,173.76
2022-08-20 2:30,0.376,189.19
2022-08-20 2:40,0.291,193.32
2022-08-20 2:50,0.162,191.38
2022-08-20 3:00,0.3,197.83
2022-08-20 3:10,0.129,176.89
2022-08-20 3:20,0.285,200.79
2022-08-20 3:30,0.23,194.58
2022-08-20 3:40,0.278,167.76
2022-08-20 3:50,0.159,240.52
2022-08-20 4:00,0.087,246.97
2022-08-20 4:10,0.109,155.08
2022-08-20 4:20,0.068,335.7
2022-08-20 4:30,0.202,83.47
2022-08-20 4:40,0.221,103.85
2022-08-20 4:50,0.129,144.46
2022-08-20 5:00,0.121,75.16
2022-08-20 5:10,0.214,64.87
2022-08-20 5:20,0.32,52.23
2022-08-20 5:30,0.157,31.97
2022-08-20 5:40,0.35,51.85
2022-08-20 5:50,0.207,69.64
2022-08-20 6:00,0.157,55.91
2022-08-20 6:10,0.251,81.74
2022-08-20 6:20,0.26,53.44
2022-08-20 6:30,0.338,54.15
2022-08-20 6:40,0.288,27.55
2022-08-20 6:50,0.257,29.86
2022-08-20 7:00,0.225,46.08
2022-08-20 7:10,0.302,20.78
2022-08-20 7:20,0.37,21.72
2022-08-20 7:30,0.408,28.26
2022-08-20 7:40,0.45,17.99
2022-08-20 7:50,0.46,21.71
2022-08-20 8:00,0.367,6.25
2022-08-20 8:10,0.423,0.68
2022-08-20 8:20,0.357,23.11
2022-08-20 8:30,0.356,18.99
2022-08-20 8:40,0.409,4.62
2022-08-20 8:50,0.336,13.95
2022-08-20 9:00,0.252,9.35
2022-08-20 9:10,0.374,13.29
2022-08-20 9:20,0.357,39.54
2022-08-20 9:30,0.387,22.98
2022-08-20 9:40,0.346,27.38
2022-08-20 9:50,0.207,34
2022-08-20 10:00,0.219,43.52
2022-08-20 10:10,0.136,40.83
2022-08-20 10:20,0.153,51.63
2022-08-20 10:30,0.162,28.78
2022-08-20 10:40,0.156,18.32
2022-08-20 10:50,0.086,140.19
2022-08-20 11:00,0.13,29.53
2022-08-20 11:10,0.105,68.3
2022-08-20 11:20,0.131,244.22
2022-08-20 11:30,0.229,216.12
2022-08-20 11:40,0.2,178.57
2022-08-20 11:50,0.087,182.63
2022-08-20 12:00,0.213,216.01
2022-08-20 12:10,0.285,177.99
2022-08-20 12:20,0.25,191.76
2022-08-20 12:30,0.377,192.56
2022-08-20 12:40,0.363,186.97
2022-08-20 12:50,0.177,204.68
2022-08-20 13:00,0.383,192.51
2022-08-20 13:10,0.306,201.28
2022-08-20 13:20,0.36,192.68
2022-08-20 13:30,0.319,195.08
2022-08-20 13:40,0.283,206.66
2022-08-20 13:50,0.203,214.78
2022-08-20 14:00,0.186,195.61
2022-08-20 14:10,0.253,162.5
2022-08-20 14:20,0.203,191.64
2022-08-20 14:30,0.333,181.2
2022-08-20 14:40,0.048,253.07
2022-08-20 14:50,0.219,213.62
2022-08-20 15:00,0.35,161.15
2022-08-20 15:10,0.344,158.14
2022-08-20 15:20,0.356,197.32
2022-08-20 15:30,0.253,188.42
2022-08-20 15:40,0.363,181.89
2022-08-20 15:50,0.09,181.27
2022-08-20 16:00,0.151,170.85
2022-08-20 16:10,0.078,98.13
2022-08-20 16:20,0.043,251.15
2022-08-20 16:30,0.184,351.56
2022-08-20 16:40,0.142,111.5
2022-08-20 16:50,0.219,61.68
2022-08-20 17:00,0.187,72.92
2022-08-20 17:10,0.352,78.69
2022-08-20 17:20,0.333,93.28
2022-08-20 17:30,0.337,72.59
2022-08-20 17:40,0.312,69.94
2022-08-20 17:50,0.299,68.23
2022-08-20 18:00,0.276,64.92
2022-08-20 18:10,0.296,79.87
2022-08-20 18:20,0.356,50.13
2022-08-20 18:30,0.328,57.09
2022-08-20 18:40,0.266,43.48
2022-08-20 18:50,0.32,37.26
2022-08-20 19:00,0.362,21.04
2022-08-20 19:10,0.336,25.57
2022-08-20 19:20,0.294,17.39
2022-08-20 19:30,0.472,24.39
2022-08-20 19:40,0.404,40.39
2022-08-20 19:50,0.466,3.08
2022-08-20 20:00,0.339,21.43
2022-08-20 20:10,0.369,29.34
2022-08-20 20:20,0.561,22.09
2022-08-20 20:30,0.601,31.47
2022-08-20 20:40,0.515,37.03
2022-08-20 20:50,0.511,22.65
2022-08-20 21:00,0.662,16.68
2022-08-20 21:10,0.474,27
2022-08-20 21:20,0.425,11.81
2022-08-20 21:30,0.384,24.76
2022-08-20 21:40,0.212,22.7
2022-08-20 21:50,0.49,18.95
2022-08-20 22:00,0.366,20.67
2022-08-20 22:10,0.342,354.62
2022-08-20 22:20,0.312,17.91
2022-08-20 22:30,0.301,31.84
2022-08-20 22:40,0.265,0
2022-08-20 22:50,0.169,350.15
2022-08-20 23:00,0.239,29.03
2022-08-20 23:10,0.279,343.12
2022-08-20 23:20,0.209,310.16
2022-08-20 23:30,0.273,279.29
2022-08-20 23:40,0.045,79.7
2022-08-20 23:50,0.174,253.96
2022-08-21 0:00,0.114,234.64
2022-08-21 0:10,0.103,202.32
2022-08-21 0:20,0.135,243.05
2022-08-21 0:30,0.132,256.39
2022-08-21 0:40,0.061,263.45
2022-08-21 0:50,0.152,256.33
2022-08-21 1:00,0.2,217.5
2022-08-21 1:10,0.09,211.4
2022-08-21 1:20,0.035,183.27
2022-08-21 1:30,0.199,206.31
2022-08-21 1:40,0.287,206.03
2022-08-21 1:50,0.224,180.51
2022-08-21 2:00,0.329,197.72
2022-08-21 2:10,0.253,190.24
2022-08-21 2:20,0.167,193.12
2022-08-21 2:30,0.219,202.58
2022-08-21 2:40,0.088,262.15
2022-08-21 2:50,0.171,213.04
2022-08-21 3:00,0.172,216.27
2022-08-21 3:10,0.171,188.08
2022-08-21 3:20,0.247,209.05
2022-08-21 3:30,0.2,180
2022-08-21 3:40,0.217,190.07
2022-08-21 3:50,0.288,205.05
2022-08-21 4:00,0.255,186.54
2022-08-21 4:10,0.409,174.39
2022-08-21 4:20,0.299,183.25
2022-08-21 4:30,0.306,148.75
2022-08-21 4:40,0.357,169.01
2022-08-21 4:50,0.243,162.01
2022-08-21 5:00,0.244,147.55
2022-08-21 5:10,0.254,142.36
2022-08-21 5:20,0.086,129.81
2022-08-21 5:30,0.12,137.37
2022-08-21 5:40,0.182,148.5
2022-08-21 5:50,0.181,132.08
2022-08-21 6:00,0.185,148.29
2022-08-21 6:10,0.191,83.1
2022-08-21 6:20,0.128,113.55
2022-08-21 6:30,0.143,111.35
2022-08-21 6:40,0.187,69.05
2022-08-21 6:50,0.197,44.79
2022-08-21 7:00,0.028,90
2022-08-21 7:10,0.112,108.27
2022-08-21 7:20,0.143,111.35
2022-08-21 7:30,0.215,49.34
2022-08-21 7:40,0.279,65.91
2022-08-21 7:50,0.223,44.09
2022-08-21 8:00,0.015,19.65
2022-08-21 8:10,0.354,21.56
2022-08-21 8:20,0.16,2.86
2022-08-21 8:30,0.251,27.79
2022-08-21 8:40,0.222,27.03
2022-08-21 8:50,0.251,356.58
2022-08-21 9:00,0.184,45.88
2022-08-21 9:10,0.171,54.73
2022-08-21 9:20,0.298,33.9
2022-08-21 9:30,0.276,44.12
2022-08-21 9:40,0.139,34.15
2022-08-21 9:50,0.253,2.72
2022-08-21 10:00,0.194,78.98
2022-08-21 10:10,0.231,3.22
2022-08-21 10:20,0.24,41.46
2022-08-21 10:30,0.27,21.53
2022-08-21 10:40,0.142,25.84
2022-08-21 10:50,0.115,6.51
2022-08-21 11:00,0.131,335.59
2022-08-21 11:10,0.199,26.31
2022-08-21 11:20,0.136,249.3
2022-08-21 11:30,0.098,341.01
2022-08-21 11:40,0.161,314.5
2022-08-21 11:50,0.141,266.35
2022-08-21 12:00,0.03,275.71
2022-08-21 12:10,0.077,219.24
2022-08-21 12:20,0.045,300.53
2022-08-21 12:30,0.156,86.7
2022-08-21 12:40,0.129,161.99
2022-08-21 12:50,0.159,183.6
2022-08-21 13:00,0.171,160.19
2022-08-21 13:10,0.201,174.57
2022-08-21 13:20,0.177,195.77
2022-08-21 13:30,0.132,248.28
2022-08-21 13:40,0.262,191.91
2022-08-21 13:50,0.288,185.37
2022-08-21 14:00,0.325,168.1
2022-08-21 14:10,0.273,155.97
2022-08-21 14:20,0.332,194.12
2022-08-21 14:30,0.266,192.58
2022-08-21 14:40,0.14,173.84
2022-08-21 14:50,0.254,181.35
2022-08-21 15:00,0.248,185.55
2022-08-21 15:10,0.267,173.99
2022-08-21 15:20,0.4,178
2022-08-21 15:30,0.248,150.86
2022-08-21 15:40,0.331,150.1
2022-08-21 15:50,0.367,162.7
2022-08-21 16:00,0.321,163.71
2022-08-21 16:10,0.426,178.39
2022-08-21 16:20,0.327,207.74
2022-08-21 16:30,0.243,158.29
2022-08-21 16:40,0.379,134.57
2022-08-21 16:50,0.392,131.17
2022-08-21 17:00,0.304,134.47
2022-08-21 17:10,0.418,155.27
2022-08-21 17:20,0.276,146.37
2022-08-21 17:30,0.219,142.61
2022-08-21 17:40,0.219,154.02
2022-08-21 17:50,0.125,181.37
2022-08-21 18:00,0.213,195.54
2022-08-21 18:10,0.11,176.36
2022-08-21 18:20,0.013,128.66
2022-08-21 18:30,0.092,356.89
2022-08-21 18:40,0.171,63.58
2022-08-21 18:50,0.158,55.81
2022-08-21 19:00,0.163,84.36
2022-08-21 19:10,0.206,65.3
2022-08-21 19:20,0.343,52.83
2022-08-21 19:30,0.294,31.8
2022-08-21 19:40,0.214,50.13
2022-08-21 19:50,0.374,36.2
2022-08-21 20:00,0.255,44.36
2022-08-21 20:10,0.251,52.45
2022-08-21 20:20,0.233,44.83
2022-08-21 20:30,0.213,10.83
2022-08-21 20:40,0.165,42.3
2022-08-21 20:50,0.375,20.13
2022-08-21 21:00,0.292,35.1
2022-08-21 21:10,0.295,6.43
2022-08-21 21:20,0.386,27.83
2022-08-21 21:30,0.46,34.28
2022-08-21 21:40,0.345,27.09
2022-08-21 21:50,0.356,55.77
2022-08-21 22:00,0.411,23.95
2022-08-21 22:10,0.415,5.94
2022-08-21 22:20,0.251,24.93
2022-08-21 22:30,0.226,6.87
2022-08-21 22:40,0.242,7.13
2022-08-21 22:50,0.236,18.51
2022-08-21 23:00,0.261,12.6
2022-08-21 23:10,0.301,12.09
2022-08-21 23:20,0.396,12.84
2022-08-21 23:30,0.285,20.79
2022-08-21 23:40,0.32,24.96
2022-08-21 23:50,0.164,358.95
2022-08-22 0:00,0.236,46.03
2022-08-22 0:10,0.232,34.65
2022-08-22 0:20,0.107,12.36
2022-08-22 0:30,0.23,14.34
2022-08-22 0:40,0.122,288.14
2022-08-22 0:50,0.089,243.43
2022-08-22 1:00,0.246,317.8
2022-08-22 1:10,0.089,320.03
2022-08-22 1:20,0.121,341.71
2022-08-22 1:30,0.037,77.47
2022-08-22 1:40,0.133,253.88
2022-08-22 1:50,0.055,297.95
2022-08-22 2:00,0.047,201.12
2022-08-22 2:10,0.079,40.36
2022-08-22 2:20,0.077,204.57
2022-08-22 2:30,0.064,262.76
2022-08-22 2:40,0.04,270
2022-08-22 2:50,0.105,184.36
2022-08-22 3:00,0.157,197.05
2022-08-22 3:10,0.183,247.79
2022-08-22 3:20,0.148,127.33
2022-08-22 3:30,0.169,159.52
2022-08-22 3:40,0.27,179.79
2022-08-22 3:50,0.241,181.43
2022-08-22 4:00,0.211,166.29
2022-08-22 4:10,0.265,184.33
2022-08-22 4:20,0.186,157.29
2022-08-22 4:30,0.298,146.9
2022-08-22 4:40,0.204,158.09
2022-08-22 4:50,0.366,141.32
2022-08-22 5:00,0.363,147.84
2022-08-22 5:10,0.488,155.17
2022-08-22 5:20,0.381,150.4
2022-08-22 5:30,0.396,139.71
2022-08-22 5:40,0.241,174.05
2022-08-22 5:50,0.331,157.23
2022-08-22 6:00,0.285,160.74
2022-08-22 6:10,0.26,163.93
2022-08-22 6:20,0.195,163.33
2022-08-22 6:30,0.168,146.69
2022-08-22 6:40,0.281,151.7
2022-08-22 6:50,0.216,165.26
2022-08-22 7:00,0.187,184.61
2022-08-22 7:10,0.225,174.39
2022-08-22 7:20,0.325,165.36
2022-08-22 7:30,0.232,150.9
2022-08-22 7:40,0.199,154.08
2022-08-22 7:50,0.181,123.25
2022-08-22 8:00,0.297,153.78
2022-08-22 8:10,0.295,116.39
2022-08-22 8:20,0.206,122.3
2022-08-22 8:30,0.093,116.29
2022-08-22 8:40,0.18,142.68
2022-08-22 8:50,0.14,152.34
2022-08-22 9:00,0.117,74.66
2022-08-22 9:10,0.051,7.82
2022-08-22 9:20,0.152,176.61
2022-08-22 9:30,0.128,328.42
2022-08-22 9:40,0.154,28.73
2022-08-22 9:50,0.082,13.36
2022-08-22 10:00,0.244,42.18
2022-08-22 10:10,0.159,43.73
2022-08-22 10:20,0.268,14.71
2022-08-22 10:30,0.126,40.5
2022-08-22 10:40,0.151,11.83
2022-08-22 10:50,0.074,296.57
2022-08-22 11:00,0.13,68.36
2022-08-22 11:10,0.221,9.38
2022-08-22 11:20,0.142,48.13
2022-08-22 11:30,0.211,12.32
2022-08-22 11:40,0.226,44.1
2022-08-22 11:50,0.189,53.19
2022-08-22 12:00,0.098,44.59
2022-08-22 12:10,0.162,34.18
2022-08-22 12:20,0.076,0
2022-08-22 12:30,0.066,327.99
2022-08-22 12:40,0.086,325.94
2022-08-22 12:50,0.207,257.17
2022-08-22 13:00,0.247,286.45
2022-08-22 13:10,0.198,242.01
2022-08-22 13:20,0.05,208.61
2022-08-22 13:30,0.141,186.12
2022-08-22 13:40,0.206,169.67
2022-08-22 13:50,0.162,215.46
2022-08-22 14:00,0.177,175.8
2022-08-22 14:10,0.089,188.4
2022-08-22 14:20,0.19,181.21
2022-08-22 14:30,0.106,267.3
2022-08-22 14:40,0.138,222.94
2022-08-22 14:50,0.157,219.06
2022-08-22 15:00,0.123,189.39
2022-08-22 15:10,0.203,154.06
2022-08-22 15:20,0.095,172.13
2022-08-22 15:30,0.201,229.24
2022-08-22 15:40,0.276,191.07
2022-08-22 15:50,0.245,215.37
2022-08-22 16:00,0.093,173.8
2022-08-22 16:10,0.035,103.24
2022-08-22 16:20,0.305,188.29
2022-08-22 16:30,0.195,224.17
2022-08-22 16:40,0.13,218.11
2022-08-22 16:50,0.298,185.58
2022-08-22 17:00,0.173,215.61
2022-08-22 17:10,0.318,163.39
2022-08-22 17:20,0.244,144.35
2022-08-22 17:30,0.05,107.35
2022-08-22 17:40,0.115,141.73
2022-08-22 17:50,0.149,159.62
2022-08-22 18:00,0.351,167.67
2022-08-22 18:10,0.175,146.67
2022-08-22 18:20,0.305,147.97
2022-08-22 18:30,0.168,116.87
2022-08-22 18:40,0.229,168.94
2022-08-22 18:50,0.222,188.82
2022-08-22 19:00,0.19,156.41
2022-08-22 19:10,0.198,151.37
2022-08-22 19:20,0.171,160.5
2022-08-22 19:30,0.196,142.66
2022-08-22 19:40,0.202,121.01
2022-08-22 19:50,0.191,160.43
2022-08-22 20:00,0.148,158.13
2022-08-22 20:10,0.07,19.98
2022-08-22 20:20,0.218,102.7
2022-08-22 20:30,0.235,114.38
2022-08-22 20:40,0.097,84.7
2022-08-22 20:50,0.183,86.25
2022-08-22 21:00,0.202,63.56
2022-08-22 21:10,0.193,98.34
2022-08-22 21:20,0.203,36.98
2022-08-22 21:30,0.255,60.62
2022-08-22 21:40,0.188,34.79
2022-08-22 21:50,0.12,52.46
2022-08-22 22:00,0.284,12.62
2022-08-22 22:10,0.202,9.7
2022-08-22 22:20,0.335,8.06
2022-08-22 22:30,0.405,25.93
2022-08-22 22:40,0.308,38.02
2022-08-22 22:50,0.404,6.97
2022-08-22 23:00,0.272,14.9
2022-08-22 23:10,0.336,24.97
2022-08-22 23:20,0.381,15.53
2022-08-22 23:30,0.428,20.68
2022-08-22 23:40,0.267,23.4
2022-08-22 23:50,0.354,359.03
2022-08-23 0:00,0.262,338.04
2022-08-23 0:10,0.335,34.92
2022-08-23 0:20,0.37,21.37
2022-08-23 0:30,0.31,14.98
2022-08-23 0:40,0.151,32.85
2022-08-23 0:50,0.255,31.5
2022-08-23 1:00,0.203,353.5
2022-08-23 1:10,0.176,9.84
2022-08-23 1:20,0.196,43.55
2022-08-23 1:30,0.13,55.94
